"protocolo";"data_manifestacao";"municipio_denunciante";"municipio_fato";"localFato";"manifestacao";"status_atual";"desc_status";"sigla";"nome";"tipo_manifestacao";"assunto";"sub_assunto"
"2020.0321.110729-39";"2020-03-21 11:07:29";;"BARRO ALTO";"Anglo América ";"Empresa Anglo América na cidade de Barro Alta está funcionando com 50 % dos funcionários. Meu marido terá q ir na próxima semana tenho duas filhas e estou com muito receio pois é uma empresa grande.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.110855-53";"2020-03-21 11:08:55";;"GOIANIA";"Quality hotel";"Risco de proliferação do vírus ";"4";"Finalizado pela ouvidoria.";"CGE";"Controladoria-Geral do Estado de Goiás / Ouvidoria Geral do Estado";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.111003-55";"2020-03-21 11:10:03";;"GOIANIA";"Goiânia ";"Empresa que está aberta não  cumprindo determinação do governo ";"4";"Finalizado pela ouvidoria.";"CGE";"Controladoria-Geral do Estado de Goiás / Ouvidoria Geral do Estado";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.111300-75";"2020-03-21 11:13:00";;"GOIANIA";"Gentil Meireles";"Algumas empresas localizadas no setor Gentil Meireles estão funcionando normalmente, são emmpresas não essenciais e não estão cumprindo o decreto do Governador.";"4";"Finalizado pela ouvidoria.";"CGE";"Controladoria-Geral do Estado de Goiás / Ouvidoria Geral do Estado";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.111631-33";"2020-03-21 11:16:31";;"GOIANIA";"Rua 9, n 2338, setor marista, esquina com rua T-53. Nucleo integrado de saude";"Estabelecimento funcionando sem necessidade. Médica endocrinologista, psicologas, dentistas, que nao atendem urgencia e nem emergência, estao realizando consultas eletivas, mantendo a sala de espera cheia.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.112131-72";"2020-03-21 11:21:31";;"GOIANIA";"TRE";"TRE Goiás continua solicitando que servidores trabalhem presencialmente durante quarentena.";"4";"Finalizado pela ouvidoria.";"CGE";"Controladoria-Geral do Estado de Goiás / Ouvidoria Geral do Estado";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.112141-61";"2020-03-21 11:21:41";;"ABADIANIA";"Embalagens batista";"A loja embalagens Batista continua com seus atendimentos normais, desrespeitando ordens municipais e estaduais. Situado na av jk ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.112312-39";"2020-03-21 11:23:12";;"SAO LUIS DE MONTES BELOS";"Unifmb e colégio montes belos";"Secretaria funcionando normal...abertaUnifmbColegio montes belos ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.112540-39";"2020-03-21 11:25:40";;"GOIANIA";"Rua 8 setor central";"Restaurante situado na rua 8 centro de Goiânia chamado ZÉ LATINHAS está aberto funcionando normalmente.";"55";"Finalizado pela ouvidoria do Órgão.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.112816-16";"2020-03-21 11:28:16";"GOIANIA";"GOIANIA";"Setor Oeste";"Lavajato Car Boss, localizado na Avenida R11, 1032, SetorOeste ( ao lado da lanchonete Life Box) está funcionando normalmente 7 dias na semana. Em anexo, foto tirada hoje, 21.03.2020.";"55";"Finalizado pela ouvidoria do Órgão.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.112944-39";"2020-03-21 11:29:44";;"SENADOR CANEDO";"Vila Galvão";"Alguns comércios na Vila Galvão, Senador Canedo, continua funcionando. Os supermercados da região não adotaram medidas de higiene. O principal supermercado da região o União, está sempre com os corredores lotados. ";"4";"Finalizado pela ouvidoria.";"CGE";"Controladoria-Geral do Estado de Goiás / Ouvidoria Geral do Estado";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.113207-67";"2020-03-21 11:32:07";"RIO VERDE";"RIO VERDE";"Rodovia BR 452, Km 01, Nº 2045, Setor Industrial, Rio Verde, Goias, Brazil, 75905-190";"Trabalho em uma empresa de transporte situada em Rio Verde - GO, tenho contato com motoristas vindo de diversas cidades do estado de Goiás e de outros estados, a empresa até o presente momento não se manifestou a respeito de trabalhar em casa, o que deve fazer? ";"4";"Finalizado pela ouvidoria.";"CGE";"Controladoria-Geral do Estado de Goiás / Ouvidoria Geral do Estado";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.113228-4";"2020-03-21 11:32:28";"GOIANIA";"GOIANIA";;"Boa tarde.Sou Pedro Mendonça, diretor em uma empresa de tecnologia que presta serviços para a indústria. Atualmente temos um quadro de 24 colaboradores, dentre os quais 20 estão trabalhando em regime de Home-office e 02 estão de férias e outros 02 estão em casa, dispensados de ir no escritório. Uma das diretoras questionou se o decreto também nos afetava, diante das informações disponibilizadas em veículos de comunicação. Argumentei com a mesma que se tratava de serviços em estabelecimentos comerciais abertos ao público e, por hora, não afetava o regime de home office.Foi utilizada como fonte para a minha argumentação o DECRETO Nº 9.638, DE 20 DE MARÇO DE 2020 disponível no link https://legisla.casacivil.go.gov.br/pesquisa_legislacao/103035 e no link https://legisla.casacivil.go.gov.br/pesquisa_legislacao/103012No decreto, é dito que "Art. 2º Para o enfrentamento inicial da emergência de saúde decorrente do coronavírus, ficam suspensos: (...) V - toda e qualquer atividade de circulação de mercadorias e prestação de serviços, em estabelecimento comercial aberto ao público, considerada de natureza privada e não essencial à manutenção da vida.Agradeço se puder nos esclarecer a viabilidade de continuarmos atuando em regime de home office ou se será necessário suspender toda a carga de trabalho (remota) da equipe.Grato";"55";"Finalizado pela ouvidoria do Órgão.";"SES";"Secretaria de Estado da Saúde ";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.113322-4";"2020-03-21 11:33:22";;"GOIANIA";"Btcc - Vila Redenção ";"A empresa de call center Btcc permanece aberta e com atividade normal. Ate agora houve disponibilização de álcool em gel mas fora isso nada mudou, não fizeram nem mesmo uma pronunciação. São milhares de agentes que compartilham mesmo objeto de trabalho e que estão juntos num local sem circulação de ar.";"4";"Finalizado pela ouvidoria.";"CGE";"Controladoria-Geral do Estado de Goiás / Ouvidoria Geral do Estado";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.113901-86";"2020-03-21 11:39:01";;"ABADIANIA";"Avenida principal proximo ao Itaú ";"Madeireira lima está abertoDescumprindo determinação do governo do estado.";"55";"Finalizado pela ouvidoria do Órgão.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.114039-44";"2020-03-21 11:40:39";;"ANAPOLIS";"Brasil Sul";"Loja na Brasil Sul não está fechada os patrões se recusa a comprir ordem nome da loja GLOBAÇO ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.114343-98";"2020-03-21 11:43:43";;"GOIANIA";"Avenida T9";"Vários estabelecimentos, como salão de beleza, floricultura, produtos elétricos, abertos na avenida T9 e setor novo horizonte";"55";"Finalizado pela ouvidoria do Órgão.";"SGG/GOVERNADORIA";"Secretaria Geral da Governadoria ";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0321.114456-99";"2020-03-21 11:44:56";;"GOIANIA";"Jardim Novo mundo ";"Sou enfermeira, trabalho em domicílio, desde ontem tenho passado aqui pela av Olinda após o Serra Dourada tem um bar aberto, hoje passei por volta das 07:00hrs já estava aberto. Acho que deveria ter mais fiscalização nas ruas, além deste caso encontrei grupos de pessoas alcoolizada próx da minha residência no Jardim Goias.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.114657-13";"2020-03-21 11:46:57";;"ANAPOLIS";"Brasil Sul";"Loja na Brasil Sul GLOBACO não está fechada os funcionários não está revezamento e cheio de gente a toda hora ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.114836-35";"2020-03-21 11:48:36";;"APARECIDA DE GOIANIA";"Anel Viário ";"No Anel Viário de Aparecida de Goiânia vários estabelecimentos comerciais estão funcionando normalmente inclusive com aglomeração de pessoas. Estabelecimentos: Oficina Mecânica em frente à Escola Municipal Ari de CamposPosto de Molas radialZuza Auto CenterOcean CarAço Forte Portões e Eletrônicos Pit Bull Moto Peças Shekinah Centro AutomotivoAnel Viário Distribuidor de VidrosGesso PrimusEurotruckRevolution car Lanternagem e PinturaDentre diversos outros. ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.115103-83";"2020-03-21 11:51:03";;"TRINDADE";"Próximo a basílica do Divino pai eterno";"O hotel modelo, localizado no município de Trindade, ainda continua de portas abertas recebendo inúmeras pessoas e funcionários.Contribuundo, dessa forma, com a disseminação do corona vírus.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.115234-49";"2020-03-21 11:52:34";;"GOIANIA";"Plazaoffcie";"Prédio comercial onde tem várias pessoas trabalhando em local fechado usando elevadores, localizado dentro do shopping plazadoro, está funcionando todos os dias, inclusive a recepcionista que fica em local aberto recebendo clientes sem proteção alguma .";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.115539-33";"2020-03-21 11:55:39";;"GOIANIA";"Galeria do supermercado cerrado";"No supermercado cerrado existem algumas lojas. Dentre elas,  creio que a única que poderia estar aberta é uma loteria. Porém, existe uma loja de produtos naturais que permanece em funcionamento.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.115550-36";"2020-03-21 11:55:50";;"GOIANIA";"Lisa Depilação, avenida Milão ";"Estabelecimento de estética aberto mesmo com todas as liminares. Clientes dividindo o mesmo espaço de espera em aglomeração e com atendentes.  ";"4";"Finalizado pela ouvidoria.";"CGE";"Controladoria-Geral do Estado de Goiás / Ouvidoria Geral do Estado";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.120048-34";"2020-03-21 12:00:48";;"GOIANIA";"Plazaoffice";"A empresa Microcolors localizada dentro do prédio Plazaoffcie que fica dentro do Shopping Plaza Doro, está funcionando normalmente, e está deixando as portas fechadas para parecer que não está aberta, porém os funcionários estão sendo obrigados a irem trabalhar e ficar dentro do local fechado tendo o risco de contaminação do Corona Virus.Endereço: Shopping Plaza Doro - Av. Nápoli, 500 - sala 202 - Res. Eldorado, Goiânia - GO, 74367-640 ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.120654-54";"2020-03-21 12:06:54";;"GOIANIA";"Rua vb1 qd 08 LT 39casa 1";"Uma distribuidora de bebidas aberta com vários pessoa bebendo som ligado barulho então nessa quarentena e a regra pra todos ..";"55";"Finalizado pela ouvidoria do Órgão.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.120728-40";"2020-03-21 12:07:28";;"VALPARAISO DE GOIAS";"Bela Mares, MRV Engenharia e Gois Construtora";"Tendo em vista o decreto do dia 20/03/2020 o qual informa que todo o comércio deverá estar fechado, denuncio as construtoras do município do Valparaíso estão com suas atividades normais, funcionando mesmo  com muitas pessoas indo lá, visitando etc. Pelo que vi, nem para os funcionários está sendo disponibilizado álcool em gel, máscaras etc., e a limpeza não está lá essas coisas. Algumas delas são: Gois Construtora, MRV Engenharia e Bela Mares.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.120844-94";"2020-03-21 12:08:44";;"GOIANIA";"parque amazônia";"tem salão de beleza funcionando na Rua Pocema no setor Parque Amazônia, avenida feira de santana próximo a panificadora cerrado.";"4";"Finalizado pela ouvidoria.";"CGE";"Controladoria-Geral do Estado de Goiás / Ouvidoria Geral do Estado";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.121249-51";"2020-03-21 12:12:49";"APARECIDA DE GOIANIA";"APARECIDA DE GOIANIA";"Cidade Vera Cruz II";"Tem um comercio aberto em Aparecida de Goiânia na Av. V-5 na praça CEO do cidade Vera Cruz II, que está aberto descumprindo o decreto, e o que agrava a situação é que  a sogra de um dos proprietários está em na casa dele de férias acabou de chegar da Europa, a mesma passando mau, agora a filha dela também está e a neta também, e o proprietário vai todos os dias abrir o comercia, ele não tem sintomas mas 3 na casa dele tem, a esposa dele é apresentadora do SBT teve varios contatos a unimed não liberou os exames dela confirmando ou não o COVID 19 mas eles insistem em entrar e sair de casa pro trabalho sem proteção alguma atendendo clientes e cumprimentando na empresa sem parar, é um grande comercio em aparecida que não está respeitando o decreto principalmente tendo a suspeita da esposa de um dos proprietários.";"55";"Finalizado pela ouvidoria do Órgão.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0321.121335-92";"2020-03-21 12:13:35";;"GOIANIA";"Bairro da vitória";"Uma distribuidora está descomprindo a ordem de funcionamento aglomerando pessoas.Esquina com a rua A17-A, qd 05 Lt 02 Bairro da Vitória";"55";"Finalizado pela ouvidoria do Órgão.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
